,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
7577,LIN Chia-En,F,28,Chinese Taipei,TPE,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
7578,LIN Chia-En,F,28,Chinese Taipei,TPE,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,
7579,LIN Chia-En,F,28,Chinese Taipei,TPE,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
13952,VIKSTROM Antti,M,28,Finland,FIN,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
13564,UNRUH Florian,M,28,Germany,GER,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
13565,UNRUH Florian,M,28,Germany,GER,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
1310,BETTLES Sarah,F,28,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
1311,BETTLES Sarah,F,28,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,
1312,BETTLES Sarah,F,28,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
9326,NAKAMURA Miki,F,28,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
9327,NAKAMURA Miki,F,28,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,
5585,HUNBIN Oleksii,M,28,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
5586,HUNBIN Oleksii,M,28,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
8130,MARCHENKO Veronika,F,28,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
8131,MARCHENKO Veronika,F,28,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,
8132,MARCHENKO Veronika,F,28,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
12204,SICHENIKOVA Lidiia,F,28,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
12205,SICHENIKOVA Lidiia,F,28,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,
6562,KIM Woojin,M,29,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,Gold
5864,JAGER Maja,F,29,Denmark,DEN,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
2864,DAS Atanu,M,29,India,IND,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
2865,DAS Atanu,M,29,India,IND,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
11545,SALSABILLA Riau Ega,M,29,Indonesia,INA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
11546,SALSABILLA Riau Ega,M,29,Indonesia,INA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
11547,SALSABILLA Riau Ega,M,29,Indonesia,INA,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
8912,MOHAMAD Khairul Anuar,M,29,Malaysia,MAS,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
8913,MOHAMAD Khairul Anuar,M,29,Malaysia,MAS,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
6561,KIM Woojin,M,29,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
409,ALVAREZ Luis,M,30,Mexico,MEX,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,Bronze
13517,TYACK Ryan,M,30,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
13518,TYACK Ryan,M,30,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
14535,WORTH Taylor,M,30,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
14536,WORTH Taylor,M,30,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
14537,WORTH Taylor,M,30,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
3686,ESPINOSA de los MONTEROS Adriana,F,30,Ecuador,ECU,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
4926,HALL Tom,M,30,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
4927,HALL Tom,M,30,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
408,ALVAREZ Luis,M,30,Mexico,MEX,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
6258,KARMA,F,31,Bhutan,BHU,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
7403,LEI Chien-Ying,F,31,Chinese Taipei,TPE,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
7404,LEI Chien-Ying,F,31,Chinese Taipei,TPE,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,
10539,PLIHON Pierre,M,31,France,FRA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
10540,PLIHON Pierre,M,31,France,FRA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
10541,PLIHON Pierre,M,31,France,FRA,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
4215,GANKIN Denis,M,31,Kazakhstan,KAZ,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
4216,GANKIN Denis,M,31,Kazakhstan,KAZ,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
10337,PEROVA Ksenia,F,32,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,Silver
13653,VALLADONT Jean-Charles,M,32,France,FRA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
13654,VALLADONT Jean-Charles,M,32,France,FRA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
10336,PEROVA Ksenia,F,32,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
10338,PEROVA Ksenia,F,32,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
3574,ELLISON Brady,M,32,United States,USA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
3575,ELLISON Brady,M,32,United States,USA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
3576,ELLISON Brady,M,32,United States,USA,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
9448,NESPOLI Mauro,M,33,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,Silver
13567,UNRUH Lisa,F,33,Germany,GER,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,Bronze
13566,UNRUH Lisa,F,33,Germany,GER,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
13831,VAZIRI TEYMOORLOOEI Milad,M,33,Iran,IRI,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
9449,NESPOLI Mauro,M,33,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
5126,HAYAKAWA Ren,F,33,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
5127,HAYAKAWA Ren,F,33,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,
11241,ROMAN Aida,F,33,Mexico,MEX,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
11242,ROMAN Aida,F,33,Mexico,MEX,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,
4947,HAMMED Mohamed,M,33,Tunisia,TUN,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
4948,HAMMED Mohamed,M,33,Tunisia,TUN,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
1392,BJERENDAL Christine,F,34,Sweden,SWE,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
986,BARNES David,M,35,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
987,BARNES David,M,35,Australia,AUS,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
3383,DUENAS Crispin,M,35,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
3384,DUENAS Crispin,M,35,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
14575,WUKIE Jacob,M,35,United States,USA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
14576,WUKIE Jacob,M,35,United States,USA,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
4137,FURUKAWA Takaharu,M,36,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,Bronze
4138,FURUKAWA Takaharu,M,36,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,Bronze
5223,HENCKELS Jeff,M,36,Luxembourg,LUX,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
3952,FOLKARD Naomi,F,37,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
3953,FOLKARD Naomi,F,37,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,
10866,RAI Tarundeep,M,37,India,IND,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
10867,RAI Tarundeep,M,37,India,IND,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,
9710,OH Jinhyek,M,39,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Archery,Men's Team,Gold
130,ADAM Amal,F,39,Egypt,EGY,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
131,ADAM Amal,F,39,Egypt,EGY,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
9709,OH Jinhyek,M,39,South Korea,KOR,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
999,BARRETT Stephanie,F,42,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
1000,BARRETT Stephanie,F,42,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
8264,MARUSAVA Hanna,F,43,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
8265,MARUSAVA Hanna,F,43,Belarus,BLR,2020 Summer,2020,Summer,Tokyo,Archery,Women's Team,
1379,BISHINDEE Urantungalag,F,44,Mongolia,MGL,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
1380,BISHINDEE Urantungalag,F,44,Mongolia,MGL,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
10745,PSARRA Evangelia,F,47,Greece,GRE,2020 Summer,2020,Summer,Tokyo,Archery,Women's Individual,
9352,NAPLOSZEK Slawomir,M,53,Poland,POL,2020 Summer,2020,Summer,Tokyo,Archery,Men's Individual,
9353,NAPLOSZEK Slawomir,M,53,Poland,POL,2020 Summer,2020,Summer,Tokyo,Archery,Mixed Team,
13890,VERKEST Jutta,F,15,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
13891,VERKEST Jutta,F,15,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
13892,VERKEST Jutta,F,15,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
13893,VERKEST Jutta,F,15,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
13894,VERKEST Jutta,F,15,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
13895,VERKEST Jutta,F,15,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
12658,STEWART Ava,F,15,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
12659,STEWART Ava,F,15,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
12660,STEWART Ava,F,15,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
12661,STEWART Ava,F,15,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
12662,STEWART Ava,F,15,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
12663,STEWART Ava,F,15,Canada,CAN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
4773,GUAN Chenchen,F,16,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,Gold
7627,LISTUNOVA Viktoriia,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,Gold
13585,URAZOVA Vladislava,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,Gold
4151,GADIROVA Jennifer,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,Bronze
4157,GADIROVA Jessica,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,Bronze
13609,VAELEN Lisa,F,16,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
13610,VAELEN Lisa,F,16,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
13611,VAELEN Lisa,F,16,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
13612,VAELEN Lisa,F,16,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
13613,VAELEN Lisa,F,16,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
13614,VAELEN Lisa,F,16,Belgium,BEL,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
4146,GADIROVA Jennifer,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
4147,GADIROVA Jennifer,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
4148,GADIROVA Jennifer,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
4149,GADIROVA Jennifer,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
4150,GADIROVA Jennifer,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
4152,GADIROVA Jessica,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
4153,GADIROVA Jessica,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
4154,GADIROVA Jessica,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
4155,GADIROVA Jessica,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
4156,GADIROVA Jessica,F,16,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
7622,LISTUNOVA Viktoriia,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
7623,LISTUNOVA Viktoriia,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
7624,LISTUNOVA Viktoriia,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
7625,LISTUNOVA Viktoriia,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
7626,LISTUNOVA Viktoriia,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
13580,URAZOVA Vladislava,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
13581,URAZOVA Vladislava,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
13582,URAZOVA Vladislava,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
13583,URAZOVA Vladislava,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
13584,URAZOVA Vladislava,F,16,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
7944,MAGISTRATI Abigail,F,17,Argentina,ARG,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
7945,MAGISTRATI Abigail,F,17,Argentina,ARG,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
7946,MAGISTRATI Abigail,F,17,Argentina,ARG,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
7947,MAGISTRATI Abigail,F,17,Argentina,ARG,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
7948,MAGISTRATI Abigail,F,17,Argentina,ARG,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
9945,OU Yushan,F,17,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
9946,OU Yushan,F,17,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
9947,OU Yushan,F,17,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
9948,OU Yushan,F,17,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
9949,OU Yushan,F,17,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
9950,OU Yushan,F,17,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
5167,HEDUIT Carolann,F,17,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
5168,HEDUIT Carolann,F,17,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
5169,HEDUIT Carolann,F,17,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
5170,HEDUIT Carolann,F,17,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
5171,HEDUIT Carolann,F,17,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
5172,HEDUIT Carolann,F,17,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
10968,RAZ Lihie,F,17,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
10969,RAZ Lihie,F,17,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
10970,RAZ Lihie,F,17,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
10971,RAZ Lihie,F,17,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
10972,RAZ Lihie,F,17,Israel,ISR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
4365,GERASIMOVA Elena,F,17,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
4366,GERASIMOVA Elena,F,17,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
4367,GERASIMOVA Elena,F,17,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
4368,GERASIMOVA Elena,F,17,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
4369,GERASIMOVA Elena,F,17,Russia,ROC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
11737,SAVRANBASI Nazli,F,17,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
11738,SAVRANBASI Nazli,F,17,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
11739,SAVRANBASI Nazli,F,17,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
11740,SAVRANBASI Nazli,F,17,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
11741,SAVRANBASI Nazli,F,17,Turkey,TUR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
6917,KOVTUN Illia,M,17,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Men's All-Around,
6918,KOVTUN Illia,M,17,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Men's Floor Exercise,
6919,KOVTUN Illia,M,17,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Men's Pommel Horse,
6920,KOVTUN Illia,M,17,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Men's Rings,
6921,KOVTUN Illia,M,17,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Men's Vault,
6922,KOVTUN Illia,M,17,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Men's Parallel Bars,
6923,KOVTUN Illia,M,17,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Men's Horizontal Bar,
6924,KOVTUN Illia,M,17,Ukraine,UKR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Men's Team,
7376,LEE Sunisa,F,18,United States,USA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,Gold
12977,TANG Xijing,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,Silver
6660,KITAZONO Takeru,M,18,Japan,JPN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Men's Team,Silver
7381,LEE Sunisa,F,18,United States,USA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,Silver
8402,Mc CALLUM Grace,F,18,United States,USA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,Silver
9048,MORGAN Amelie,F,18,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,Bronze
7378,LEE Sunisa,F,18,United States,USA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,Bronze
12974,TANG Xijing,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
12975,TANG Xijing,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
12976,TANG Xijing,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
12978,TANG Xijing,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
12979,TANG Xijing,F,18,China,CHN,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
13217,TING Hua-Tien,F,18,Chinese Taipei,TPE,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
13218,TING Hua-Tien,F,18,Chinese Taipei,TPE,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
395,ALVARADO Luciana,F,18,Costa Rica,CRC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
396,ALVARADO Luciana,F,18,Costa Rica,CRC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
397,ALVARADO Luciana,F,18,Costa Rica,CRC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
398,ALVARADO Luciana,F,18,Costa Rica,CRC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
399,ALVARADO Luciana,F,18,Costa Rica,CRC,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
12065,SHARAF Zeina,F,18,Egypt,EGY,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
12066,SHARAF Zeina,F,18,Egypt,EGY,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
12067,SHARAF Zeina,F,18,Egypt,EGY,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
12068,SHARAF Zeina,F,18,Egypt,EGY,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
12069,SHARAF Zeina,F,18,Egypt,EGY,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
4081,FRIESS Aline,F,18,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
4082,FRIESS Aline,F,18,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
4083,FRIESS Aline,F,18,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
4084,FRIESS Aline,F,18,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
4085,FRIESS Aline,F,18,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
4086,FRIESS Aline,F,18,France,FRA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
9043,MORGAN Amelie,F,18,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
9044,MORGAN Amelie,F,18,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
9045,MORGAN Amelie,F,18,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
9046,MORGAN Amelie,F,18,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
9047,MORGAN Amelie,F,18,Great Britain,GBR,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
2818,D'AMATO Alice,F,18,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
2819,D'AMATO Alice,F,18,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
2820,D'AMATO Alice,F,18,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
2821,D'AMATO Alice,F,18,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
2822,D'AMATO Alice,F,18,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Floor Exercise,
2823,D'AMATO Alice,F,18,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Team,
2824,D'AMATO Asia,F,18,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's All-Around,
2825,D'AMATO Asia,F,18,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Vault,
2826,D'AMATO Asia,F,18,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Uneven Bars,
2827,D'AMATO Asia,F,18,Italy,ITA,2020 Summer,2020,Summer,Tokyo,Artistic Gymnastics,Women's Balance Beam,
